epoch,train_loss,train_miou,train_mf1,train_iou_impervious,train_iou_building,train_iou_lowveg,train_iou_tree,train_iou_car,train_f1_impervious,train_f1_building,train_f1_lowveg,train_f1_tree,train_f1_car,test_loss,test_miou,test_mf1,test_iou_impervious,test_iou_building,test_iou_lowveg,test_iou_tree,test_iou_car,test_f1_impervious,test_f1_building,test_f1_lowveg,test_f1_tree,test_f1_car,lr
21,0.17605739602543138,0.8798520496994671,0.9331117530137153,0.9109544669864355,0.9665686739177478,0.832993016819711,0.7935103031772154,0.8952337875962257,0.9529467126255496,0.9818515402219005,0.9072572161789354,0.8834953465640099,0.9400079494781809,0.2529670647567227,0.834062288317179,0.899305682170756,0.8707236522246921,0.9287676020924535,0.7390071226372605,0.7718183231495676,0.859994741481921,0.9292317698368726,0.9568566040734588,0.8421796251235351,0.8685428723276013,0.8997175394923117,8.950775061878456e-05
22,0.17062540314401742,0.8833849611657637,0.9352717322251639,0.914255027555757,0.9689003296748355,0.839973960623697,0.8008226063792352,0.8929728815952936,0.9547852266807104,0.9840973354979993,0.9117370084702332,0.8883358541742707,0.9374032363026054,0.26156679990272674,0.8300660658095564,0.8967095122014734,0.8669103412401109,0.9239392696569363,0.7341584079854545,0.7673745015783916,0.8579478085868888,0.9269308742973672,0.953952235633507,0.8385892940949751,0.8656265119190489,0.8984486450624691,8.852566213878951e-05
23,0.17038203084289474,0.8819126279127818,0.9342961837805852,0.9129724066566538,0.9695002151032289,0.8384255307416121,0.7965291302513193,0.8921358568110952,0.9539798277571407,0.9844182384401582,0.9109151677279494,0.885146189158129,0.9370214958195489,0.26266716195950435,0.8282491599165258,0.895593800481155,0.8644937158577026,0.9214491831463953,0.738730988095677,0.7648230316856551,0.8517488807971988,0.9255040579752773,0.9516663328363975,0.842328092297093,0.8642069719163595,0.894263547380648,8.750555348152303e-05
24,0.1701818634410975,0.8828822442951301,0.9349204450804732,0.9146264701805733,0.9685767719315158,0.839747932912023,0.7974851767498033,0.8939748697017355,0.9549602842532606,0.9839226497165862,0.9116297740494416,0.885799400274143,0.9382901171089356,0.24621997611035432,0.8343492132559831,0.8989699544066971,0.8728484960775527,0.9299286656259071,0.7386329055482906,0.7733984633334099,0.856937535694756,0.9305062075701342,0.9572147065428693,0.8417390775810757,0.8693064949652288,0.8960832853741779,8.644843137107063e-05
25,0.1665467754592774,0.8855539045676037,0.9369962985030765,0.9141022122844502,0.9699365918835005,0.8400600602229437,0.8006725587916595,0.9029980996554648,0.9546542226685303,0.9846658694464201,0.9115397018848092,0.887727267580045,0.9463944309355777,0.25834166527622276,0.8324206512864857,0.898113786958888,0.8721872260646214,0.9293725345549839,0.7373109332448433,0.7611853307674802,0.8620472318004995,0.9300925788263473,0.9571480751819856,0.8409040321592217,0.8617580426906851,0.9006662059362,8.535533905932742e-05
26,0.1592376501713362,0.889787639953472,0.9393439955820542,0.9205100303170858,0.9711389203590376,0.8470167750837626,0.8068644873521946,0.9034079866552794,0.9581167177508088,0.9852243412193104,0.9159510573690397,0.8917751057584035,0.9456527558127088,0.264465025906998,0.8270589276191054,0.8943435735671855,0.8724966342487033,0.9256916613214545,0.7214646603993421,0.7696587435073323,0.8459829386186949,0.9302818578532238,0.9555510783380485,0.8284913181976634,0.8665603202477523,0.8908332931992393,8.422735529643448e-05
27,0.16022051631093578,0.890863865641532,0.939618970131044,0.9220151734296922,0.9728537232235626,0.8501181377580872,0.8081229267021021,0.9012093670942165,0.9590689214757667,0.9861835980908973,0.9176798747677775,0.8921642382197303,0.9429982181010489,0.27086136534455274,0.8338237599750595,0.8991268891425713,0.8699123003180065,0.9229918970682082,0.7418748300877356,0.7689271202636143,0.8654126521377337,0.9286113350246371,0.9518181725762759,0.8443513793832614,0.8666536508968276,0.9041999078318547,8.306559326618263e-05
28,0.15409069587649019,0.895136012185227,0.9426486239680678,0.9252258430200594,0.9742941300350206,0.8563696863474669,0.8126746562344057,0.9071157452891823,0.9608188019250716,0.9869251877716498,0.921628214530805,0.8953880786568007,0.9484828369560119,0.25912552669880884,0.8381875781667609,0.9018785416792261,0.8755926553692136,0.9290083168104054,0.74406142311082,0.7745867123206457,0.8676887832227207,0.9320875635038615,0.956324679808375,0.8454298409692945,0.8703976546583377,0.905152969456262,8.187119948743452e-05
29,0.15179805824947026,0.896946485547556,0.9432269527492355,0.9247986152768135,0.972859410500085,0.857660592292194,0.8194059929637997,0.910007816704887,0.9606209344109616,0.9861691323393958,0.922271741656446,0.8995947605263098,0.9474781948130646,0.2622291270111288,0.8362617887911343,0.9009303071916153,0.8729213826240055,0.9316170908628948,0.7447303606877251,0.765893804766829,0.8661463050142167,0.9304243606806938,0.9585827638508024,0.8464614245186188,0.8648457340111899,0.9043372528967711,8.064535268264887e-05
30,0.15126836111907055,0.8965851805000394,0.9436071694256588,0.9242274573555699,0.9729604508589815,0.8585982887005364,0.8169125779359429,0.9102271276491659,0.9602659201310115,0.9862127847573393,0.9229380555224773,0.8980554578522911,0.9505636288651751,0.2622697294822761,0.835923368785353,0.9004883966754671,0.8732726063047137,0.928942356790815,0.7428472341585254,0.7672619699012666,0.867292676771444,0.9307035007326651,0.9564178914950071,0.8450011031726186,0.8657205289755022,0.9045989590015419,7.938926261462371e-05
31,0.1486654502891556,0.8979414973407984,0.9441145664372982,0.9263597373609189,0.9750241106031118,0.8601810602402246,0.8170528747141361,0.9110897037856005,0.9613975990534088,0.987286462895282,0.9238424264688652,0.8978485495861273,0.9501977941828075,0.26310251614758895,0.8335119619174668,0.8986622958988042,0.8729950740696892,0.9251327687904002,0.7385243159083147,0.7707226549585661,0.860184995860364,0.9305382991692327,0.9543584143800314,0.8416552052375587,0.867902190320286,0.8988573703869119,7.810416889260659e-05
32,0.14573891219441537,0.8995859211034798,0.9451935821164146,0.9276138782777168,0.9751010773082575,0.8621185980047341,0.8226282139895139,0.9104678379371762,0.9621158154496746,0.9873209397540216,0.9248924509611126,0.9017884736998537,0.9498502307174097,0.2603135992965055,0.8349851958701269,0.8995720692237489,0.8715724112495543,0.9326188831279675,0.7393949824488826,0.7707319530466247,0.8606077494776054,0.929742368774962,0.9593245349596202,0.842208128967238,0.8676341906616711,0.8989511227552536,7.679133974894988e-05
33,0.14168850661910795,0.9035433314326736,0.9474676279871883,0.9327661000468113,0.9755910412856826,0.8667560468117396,0.8240038898807985,0.9185995791383363,0.9650057680918823,0.9875726244792636,0.9276207983175339,0.9024252158222723,0.9547137332249895,0.26426001265645027,0.8336450583360616,0.898726708030957,0.8744368191276278,0.933275956246588,0.7304628977241615,0.766748888625039,0.8633007299568918,0.9314143123307154,0.9590806044442076,0.8357921898317515,0.8652026674828731,0.9021437660652368,7.545207078751862e-05
34,0.14076317358693038,0.9019110452021575,0.9460027201234051,0.9302388680753885,0.9766017017817056,0.8690208959634658,0.8270717288057009,0.9066220313845271,0.9635060360750499,0.9880724575287773,0.9291816229027691,0.904428757731004,0.9448247263794257,0.2565782079325309,0.8352564836033649,0.8998313901544821,0.8726819041702483,0.9286255010242929,0.7401273228701145,0.7695970746969419,0.8652506152552272,0.9303154999715715,0.9561731578461812,0.8423482795196866,0.8669751438938963,0.903344869541075,7.408768370508582e-05
35,0.13864125361390137,0.9045163144529969,0.9481928164315885,0.9321094485068763,0.9761013366557934,0.8706217804164799,0.8281379993315097,0.9156110073543258,0.9645911663301697,0.9878318382099709,0.9300338424231155,0.9049102045043423,0.9535970306903435,0.2558639028833972,0.8363206279597113,0.9001689871643807,0.8756201319278233,0.9281459041235466,0.7417468866776853,0.7708409877996596,0.8652492292698414,0.9320681060343109,0.9552817296646251,0.8432313007980096,0.8677275592332829,0.902536240091675,7.26995249869774e-05
36,0.13550690994425504,0.9062169611816191,0.9487451146602395,0.9337708607867912,0.9783867258164618,0.87271072646534,0.8294721919767283,0.9167443008627743,0.9655019716280859,0.9890434120790665,0.9311481776934786,0.905696025045281,0.9523359868552853,0.2675118858201636,0.8373128466731277,0.9013365336587655,0.8743788756075359,0.9282279249977335,0.7453038958270871,0.7670369105679649,0.8716166263653172,0.9313482007197142,0.955845784404912,0.8465866278466134,0.8655059922482906,0.9073960630742979,7.12889645782537e-05
37,0.13562784050763757,0.9049159432726877,0.9475949306300571,0.9326400501584565,0.9774664100949411,0.8726826744774977,0.8324461233008791,0.9093444583316644,0.9648549437339047,0.9885604935815829,0.9311329239969995,0.9075381006136526,0.9458881912241458,0.2710443800758748,0.8354820788727098,0.9000403874459758,0.8700531245697112,0.924003341335005,0.7413712358841348,0.7737958362651249,0.8681868563095728,0.9286114375126139,0.9532056967971402,0.8433915432323523,0.869974591681572,0.9050186680062003,6.985739453173908e-05
38,0.13333812776815007,0.9086394401750081,0.9502010743029015,0.9355106295810806,0.9785272549423907,0.8764627161953185,0.8358717043366697,0.9168248958195802,0.966400422168986,0.9891118791235667,0.9333951023940843,0.9096617189938385,0.9524362488340316,0.2654654187933793,0.8377700390915075,0.901617945481749,0.8765938066773944,0.9300915877083464,0.7442632065346789,0.7693588328030374,0.8685427617340807,0.9326240432872415,0.9571165980242201,0.8458613126992127,0.8671467481374809,0.9053410252605901,6.840622763423397e-05
39,0.13499166456016679,0.9073846027255058,0.9492318097860094,0.9367078127408469,0.9775366432688855,0.876086813432199,0.8324070397626471,0.9141847044229507,0.9671033855343077,0.9885702031091353,0.933292985677314,0.9074483504560232,0.9497441241532668,0.2667387288714212,0.8349716092164201,0.8995881811736168,0.8743347409698699,0.9264624371666402,0.7378391270481405,0.7714482424041581,0.8647734984932911,0.9313225614724466,0.9549476190879924,0.8408034144826431,0.8684071398658048,0.9024601709591972,6.693689601226464e-05
40,0.13060388650262245,0.9091405471748052,0.9502241533183209,0.937406870364039,0.9785202791293462,0.8782849279404791,0.8397618209322294,0.9117288375079321,0.9674553156132192,0.989070302661412,0.9343722423354598,0.9121983933010068,0.9480245126805064,0.2649139463014546,0.8368261534572831,0.900910875305944,0.8761791870707557,0.9302652318710609,0.7403887129196572,0.7679151968350486,0.8693824385898927,0.9324950333795319,0.957163737634472,0.8429432772932004,0.866069689767118,0.9058826384553971,6.545084971874744e-05
41,0.12715332732639378,0.9122140426326683,0.9518421675680097,0.9392831873286653,0.9786775719236445,0.8825235422010775,0.8408877678491451,0.9196981438608082,0.9684817623196655,0.9890895529102856,0.9368971725258289,0.9127375514139947,0.9520047986702738,0.2723321483603546,0.8384859217123852,0.902056770384528,0.8732581992471029,0.9315669462676086,0.7390244461241222,0.7750047322303529,0.8735752846927397,0.9307578298208535,0.9579529717518865,0.8423796240078738,0.8707683547959865,0.90842507154604,6.394955530196154e-05
42,0.1252432249451953,0.9131126290946094,0.9525134719649977,0.9394767917692661,0.9801249751062305,0.8835282307808046,0.843242649540857,0.9191904982758893,0.9685561872330962,0.9899067398859747,0.9374783257681806,0.9140178198442461,0.952608287093491,0.2775705950186839,0.8378865722437492,0.9015546955034944,0.8754384151053807,0.9298086705310862,0.7450015041385851,0.7682246181463438,0.8709596532973505,0.9319962467478506,0.9567852533295897,0.8461463388925977,0.8663648013457943,0.9064808372016394,6.24344943582428e-05
43,0.12462026857839967,0.9130481390420485,0.9525392911473972,0.9416666428248087,0.9802719711981438,0.8860301691348906,0.846090380102396,0.9111815319500036,0.9697878744978309,0.9900079071208736,0.9390191477996475,0.9159400251086283,0.9479415012100058,0.2608850024463165,0.8384077742222755,0.9020479750664692,0.8749723834177804,0.9254842980040444,0.7443473245357237,0.7732772731355259,0.8739575920183034,0.9317208044489677,0.9545890290565745,0.845802853779505,0.8694907377737211,0.9086364502735773,6.0907162069827195e-05
44,0.12247483718588396,0.9155458473652187,0.9542603613660452,0.9425658785082676,0.9800358262878878,0.8888850465968803,0.844725507070069,0.9215169783629891,0.9702780997454686,0.9898624670812276,0.9405902835660561,0.9147408154500025,0.9558301409874711,0.2774000076784028,0.8366547561886293,0.9007006895381598,0.8732522347616771,0.9259648075889028,0.7425754357957177,0.7710807967990164,0.8704005059978318,0.9306607032786683,0.9539957637405806,0.8449010661620369,0.8682308653081198,0.9057150492013937,5.93690657292863e-05
45,0.12112256199880331,0.9163717514317897,0.9542910818966683,0.9428225417655928,0.9806507609232709,0.8880576632089086,0.8486517424936648,0.9216760487675115,0.9703675419418114,0.9902014588915633,0.9399488741222414,0.9173886413765248,0.9535488931512012,0.27096707716820734,0.8387333811319891,0.9019171291224544,0.875243873350204,0.9254266800551069,0.7440507925810322,0.7791631447653922,0.8697824149082104,0.931681559113425,0.9535611712277565,0.8456117680146682,0.8734257574520246,0.9053053898043969,5.7821723252011606e-05
46,0.1210892307917001,0.918259463748998,0.9560864408642364,0.941990093914447,0.9799933532873789,0.889385763141844,0.8496817825017152,0.9302463258996054,0.9699223653638954,0.9898415641798278,0.9408776227542629,0.9180001198705421,0.961790532152654,0.2714173160197716,0.8381098110465303,0.9017833462804156,0.876349823815482,0.9304740598927888,0.7425629434486231,0.7715245553898433,0.8696376726859145,0.932429656697113,0.9575723818615433,0.844362157343793,0.8684089114232425,0.9061436240763859,5.6266661678215284e-05
47,0.11928482222612258,0.9181500354298839,0.9556312002914321,0.9429710632948963,0.9805690363325454,0.8918659089616051,0.8508963931213926,0.9244477754389798,0.9704580352835509,0.9901566252452784,0.9422472569585084,0.9185812984388356,0.9567127855309872,0.27600772412759916,0.8355717058456132,0.9001764721655118,0.8746060712469949,0.9258223620080759,0.7394392566666717,0.7682248804540861,0.8697659588522382,0.9314733871851594,0.9545081929823781,0.8424006818623146,0.8663792779504447,0.9061208208472626,5.470541566592577e-05
48,0.11845783715101856,0.9188906373525108,0.9562701359148902,0.9442970519540487,0.9812381144751001,0.8904957532606743,0.8522073510620329,0.9262149160106977,0.9711661035050357,0.9905040555729314,0.9414997991268189,0.9195257235640759,0.9586549978055889,0.28467567247294245,0.8357435101421462,0.9000195177804018,0.8760091920220663,0.9256786155026584,0.7396283487138885,0.7652582657479104,0.872143128724207,0.9323378368968521,0.9539585882541729,0.8422586975519224,0.8643801863592179,0.9071622798398438,5.313952597646573e-05
49,0.11734943238466426,0.9193774488099196,0.9562188304446213,0.9457856273209607,0.9795837747278037,0.8931772028682409,0.8528060324628044,0.925534606669788,0.9719830166298817,0.9892619383384536,0.9430609758593141,0.9196764611357288,0.9571117602597281,0.2748501082320535,0.8372570902759595,0.9010751062210517,0.8762862741474121,0.9267719442409182,0.7384353460714458,0.7712301053698101,0.8735617815502106,0.932416597579153,0.955072039202398,0.8414255156000058,0.8680256201078582,0.9084357586158432,5.1570537953906474e-05
50,0.11572027378025707,0.9211076005650856,0.9572411362877389,0.9461051990036611,0.982288762651108,0.8955465139890159,0.8560566932514861,0.9255408339301573,0.9721532608461984,0.9910442889390682,0.9443800404685704,0.921786332436857,0.9568417587480006,0.26775913271639085,0.8380874339616785,0.9016056136864439,0.8769737347250893,0.9274037574632241,0.7425944632554929,0.7733246212204298,0.8701405931441557,0.9329135311988093,0.9549870428490813,0.8445001863219272,0.8696017554860552,0.9060255525763456,5.0000000000000057e-05
51,0.11458651264439579,0.9215098868779563,0.9574492186293441,0.9470531351312443,0.981717800790513,0.8968723075533355,0.8555602721042104,0.926345918810478,0.9726609930033858,0.9907453816387741,0.9450940999623887,0.9213656787101351,0.9573799398320362,0.2780810409181175,0.8385139005184765,0.9018442307188991,0.8760130097941746,0.9310117195996027,0.7404864059746383,0.7727749376069932,0.8722834296169735,0.932343826728809,0.9573219816844142,0.8427162820637463,0.8692021945201068,0.9076368685974193,4.842946204609364e-05
52,0.1116620844092082,0.9228317563042596,0.9583291364434959,0.9473679941837434,0.9831426382340767,0.9002448134124279,0.8610561052682223,0.922347230422828,0.9728051890612837,0.9914786715784655,0.9470241400158049,0.9247719099090332,0.9555657716528927,0.2866271933511136,0.8388008004557046,0.9020712485147262,0.8781172008741469,0.9285166154778193,0.7442384425195909,0.7704504023468683,0.8726813410600972,0.933573055832971,0.9554853504379416,0.8457848609593271,0.8678079964920493,0.9077049788513417,4.686047402353438e-05
53,0.11238270107208302,0.9234157278719876,0.9589303685742744,0.9476608269744449,0.9824925484480681,0.898152154766851,0.8600389969845613,0.9287341121860124,0.9729619513545672,0.9911407557544997,0.9457889431549618,0.9241615347388562,0.9605986578684871,0.27439183845288223,0.837651384485856,0.901379056097694,0.8750382737507896,0.925189114160954,0.7423541520145678,0.7724949922116976,0.8731803902912707,0.9317675067526376,0.9535126877284806,0.8444158893135105,0.8689913734492234,0.9082078232446179,4.529458433407433e-05
54,0.1106912396348047,0.9246401931124705,0.9593275512655473,0.9478608734077878,0.9827464366400683,0.9008229431454782,0.863140944391489,0.928629767977529,0.9730879329356135,0.9912778342768604,0.9473714274444768,0.9260106706795374,0.9588898909912478,0.27354813334606,0.8385706568609864,0.9018629185303982,0.8787342101808578,0.9308209115314106,0.742085587070693,0.7706660612944572,0.8705465142275133,0.9338402741499603,0.9571075454017367,0.8439589176673502,0.8677169423809729,0.9066909130519712,4.3733338321784836e-05
55,0.10973309089119236,0.9259903546284747,0.9604284854492923,0.948901228054806,0.9837392460968759,0.9016068682626441,0.8618484220846936,0.9338560086433534,0.9736413048989115,0.9917858271027359,0.9477736482703422,0.925079257009601,0.9638623899648708,0.2848591641596859,0.8384961125455679,0.9019169211606826,0.8762382439204625,0.9305008758628179,0.7425756195175742,0.7695108693506982,0.8736549540762863,0.9324769800170905,0.9569188984736412,0.8444654968574948,0.8672324142206667,0.9084908162345199,4.21782767479885e-05
